Time,Position,Velocity
1705983574.1246803,"x: -1.176
y: 1.619
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983574.2205172,"x: -1.187
y: 1.635
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983574.3165498,"x: -1.197
y: 1.652
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983574.4123182,"x: -1.205
y: 1.67
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983574.5241425,"x: -1.213
y: 1.689
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983574.6199539,"x: -1.22
y: 1.707
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983574.7159402,"x: -1.226
y: 1.726
z: 0.0","x: 0.1875
y: 0.0
z: 0.0"
1705983574.8276515,"x: -1.232
y: 1.744
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983574.9237187,"x: -1.238
y: 1.763
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983575.0195024,"x: -1.244
y: 1.781
z: 0.0","x: 0.19
y: 0.0
z: 0.0"
1705983575.1153488,"x: -1.251
y: 1.799
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983575.2271333,"x: -1.26
y: 1.817
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983575.32305,"x: -1.269
y: 1.835
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983575.419008,"x: -1.279
y: 1.851
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983575.5150223,"x: -1.29
y: 1.867
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983575.6268387,"x: -1.302
y: 1.883
z: 0.0","x: 0.2005
y: 0.0
z: 0.0"
1705983575.722614,"x: -1.314
y: 1.899
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983575.818686,"x: -1.326
y: 1.915
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983575.9145443,"x: -1.338
y: 1.93
z: 0.0","x: 0.1915
y: 0.0
z: 0.0"
1705983576.0262985,"x: -1.349
y: 1.945
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983576.1222088,"x: -1.36
y: 1.961
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983576.2181816,"x: -1.37
y: 1.979
z: 0.0","x: 0.2035
y: 0.0
z: 0.0"
1705983576.3142707,"x: -1.378
y: 1.996
z: 0.0","x: 0.1885
y: 0.0
z: 0.0"
1705983576.4257216,"x: -1.385
y: 2.014
z: 0.0","x: 0.1865
y: 0.0
z: 0.0"
1705983576.5216923,"x: -1.391
y: 2.032
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983576.617696,"x: -1.396
y: 2.052
z: 0.0","x: 0.2045
y: 0.0
z: 0.0"
1705983576.7136831,"x: -1.4
y: 2.071
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983576.8253598,"x: -1.403
y: 2.089
z: 0.0","x: 0.183
y: 0.0
z: 0.0"
1705983576.9213164,"x: -1.406
y: 2.108
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983577.017187,"x: -1.408
y: 2.128
z: 0.0","x: 0.2005
y: 0.0
z: 0.0"
1705983577.1131608,"x: -1.411
y: 2.147
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983577.2249281,"x: -1.415
y: 2.167
z: 0.0","x: 0.196
y: 0.0
z: 0.0"
1705983577.3208194,"x: -1.418
y: 2.185
z: 0.0","x: 0.1905
y: 0.0
z: 0.0"
1705983577.4169064,"x: -1.422
y: 2.205
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983577.5287607,"x: -1.426
y: 2.224
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983577.6246014,"x: -1.43
y: 2.243
z: 0.0","x: 0.19
y: 0.0
z: 0.0"
1705983577.7205613,"x: -1.433
y: 2.262
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983577.8164337,"x: -1.435
y: 2.282
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983577.9283633,"x: -1.436
y: 2.302
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983578.0238674,"x: -1.436
y: 2.322
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983578.1197534,"x: -1.436
y: 2.342
z: 0.0","x: 0.193
y: 0.0
z: 0.0"
1705983578.2158144,"x: -1.435
y: 2.36
z: 0.0","x: 0.183
y: 0.0
z: 0.0"
1705983578.3278794,"x: -1.435
y: 2.379
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983578.4235528,"x: -1.435
y: 2.399
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983578.5193813,"x: -1.434
y: 2.419
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983578.6153047,"x: -1.434
y: 2.438
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983578.7274258,"x: -1.435
y: 2.458
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983578.823245,"x: -1.436
y: 2.478
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983578.9189782,"x: -1.436
y: 2.498
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983579.014843,"x: -1.436
y: 2.518
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983579.1267228,"x: -1.436
y: 2.538
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983579.22259,"x: -1.436
y: 2.558
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983579.3187752,"x: -1.435
y: 2.574
z: 0.0","x: 0.161
y: 0.0
z: 0.0"
1705983579.4145384,"x: -1.435
y: 2.587
z: 0.0","x: 0.127
y: 0.0
z: 0.0"
1705983579.5264146,"x: -1.436
y: 2.599
z: 0.0","x: 0.123
y: 0.0
z: 0.0"
1705983579.6222801,"x: -1.436
y: 2.611
z: 0.0","x: 0.109
y: 0.0
z: 0.0"
1705983579.7182956,"x: -1.437
y: 2.619
z: 0.0","x: 0.0845
y: 0.0
z: 0.0"
1705983579.8140688,"x: -1.438
y: 2.627
z: 0.0","x: 0.0745
y: 0.0
z: 0.0"
1705983579.9259398,"x: -1.438
y: 2.635
z: 0.0","x: 0.0745
y: 0.0
z: 0.0"
1705983580.0217505,"x: -1.438
y: 2.64
z: 0.0","x: 0.0535
y: 0.0
z: 0.0"
1705983580.1175854,"x: -1.439
y: 2.645
z: 0.0","x: 0.048
y: 0.0
z: 0.0"
1705983580.2293556,"x: -1.439
y: 2.648
z: 0.0","x: 0.034
y: 0.0
z: 0.0"
1705983580.3254158,"x: -1.439
y: 2.651
z: 0.0","x: 0.024
y: 0.0
z: 0.0"
1705983580.4211683,"x: -1.439
y: 2.652
z: 0.0","x: 0.012
y: 0.0
z: 0.0"
1705983580.516965,"x: -1.439
y: 2.653
z: 0.0","x: 0.0045
y: 0.0
z: 0.0"
1705983580.6288834,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983580.7249756,"x: -1.439
y: 2.653
z: 0.0","x: 0.0015
y: 0.0
z: 0.0"
1705983580.8207667,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983580.9166353,"x: -1.439
y: 2.653
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983581.0284672,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983581.1244826,"x: -1.439
y: 2.653
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983581.220363,"x: -1.439
y: 2.653
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983581.3163466,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983581.4282758,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983581.5241122,"x: -1.439
y: 2.653
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983581.619914,"x: -1.439
y: 2.653
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983581.715793,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983581.8276746,"x: -1.439
y: 2.653
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983581.923472,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983582.019551,"x: -1.439
y: 2.653
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983582.115706,"x: -1.439
y: 2.653
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983582.227313,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983582.3232174,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983582.4190369,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983582.5309203,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983582.6270494,"x: -1.439
y: 2.653
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983582.7227623,"x: -1.439
y: 2.653
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983582.8186898,"x: -1.439
y: 2.653
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983582.9304712,"x: -1.439
y: 2.653
z: 0.0","x: -0.003
y: 0.0
z: 0.0"
1705983583.0263176,"x: -1.439
y: 2.653
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983583.1224563,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983583.2182224,"x: -1.439
y: 2.653
z: 0.0","x: -0.0045
y: 0.0
z: 0.0"
1705983583.330236,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983583.4260266,"x: -1.439
y: 2.653
z: 0.0","x: -0.0025
y: 0.0
z: 0.0"
1705983583.5217128,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983583.6177871,"x: -1.439
y: 2.653
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983583.7296348,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983583.825871,"x: -1.439
y: 2.653
z: 0.0","x: -0.004
y: 0.0
z: 0.0"
1705983583.9214716,"x: -1.439
y: 2.653
z: 0.0","x: -0.0035
y: 0.0
z: 0.0"
1705983584.0172412,"x: -1.439
y: 2.653
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983584.1291504,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983584.2252011,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983584.3210416,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983584.4169352,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983584.5289185,"x: -1.439
y: 2.653
z: 0.0","x: -0.0005
y: 0.0
z: 0.0"
1705983584.6246743,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983584.7204893,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983584.816392,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983584.9282088,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.024228,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.1199667,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.2319763,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.3278697,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.4239519,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.5196261,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.6315565,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.727527,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.823386,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983585.9193208,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.0310018,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.1270514,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.2229402,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.3186395,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.4304757,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.5264306,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.6221986,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.7183745,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.8301709,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983586.926045,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.0218277,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.1177673,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.2298634,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.3255377,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.421564,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.5174932,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.6293933,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.7252991,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.8209999,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983587.9329987,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.0287902,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.1250675,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.2207143,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.3325894,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.428318,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.5243979,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.6202192,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.731899,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.82788,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983588.9238386,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.0197072,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.1315687,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.2275898,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.323427,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.4189885,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.5308063,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.6268246,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.722802,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.8186865,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983589.9305139,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.0264642,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.1222544,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.2340753,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.329976,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.4261305,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.521735,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.6337185,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.7297812,"x: -1.439
y: 2.653
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983590.8254054,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983590.9214554,"x: -1.439
y: 2.653
z: 0.0","x: -0.001
y: 0.0
z: 0.0"
1705983591.0334342,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983591.1293018,"x: -1.439
y: 2.653
z: 0.0","x: 0.001
y: 0.0
z: 0.0"
1705983591.2251976,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983591.3211038,"x: -1.439
y: 2.653
z: 0.0","x: 0.0005
y: 0.0
z: 0.0"
1705983591.433054,"x: -1.439
y: 2.653
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983591.5285769,"x: -1.439
y: 2.653
z: 0.0","x: 0.0
y: 0.0
z: 0.0"
1705983591.626207,"x: -1.439
y: 2.653
z: 0.0","x: -0.0015
y: 0.0
z: 0.0"
1705983591.7205133,"x: -1.439
y: 2.651
z: 0.0","x: 0.028
y: 0.0
z: 0.0"
1705983591.8323586,"x: -1.438
y: 2.648
z: 0.0","x: 0.038
y: 0.0
z: 0.0"
1705983591.9285386,"x: -1.437
y: 2.645
z: 0.0","x: 0.0275
y: 0.0
z: 0.0"
1705983592.0241911,"x: -1.436
y: 2.643
z: 0.0","x: 0.021
y: 0.0
z: 0.0"
1705983592.1200457,"x: -1.435
y: 2.641
z: 0.0","x: 0.019
y: 0.0
z: 0.0"
1705983592.232125,"x: -1.432
y: 2.637
z: 0.0","x: 0.0705
y: 0.0
z: 0.0"
1705983592.3278608,"x: -1.422
y: 2.626
z: 0.0","x: 0.157
y: 0.0
z: 0.0"
1705983592.4239345,"x: -1.409
y: 2.615
z: 0.0","x: 0.1705
y: 0.0
z: 0.0"
1705983592.5197487,"x: -1.395
y: 2.605
z: 0.0","x: 0.159
y: 0.0
z: 0.0"
1705983592.6315289,"x: -1.381
y: 2.598
z: 0.0","x: 0.162
y: 0.0
z: 0.0"
1705983592.727608,"x: -1.363
y: 2.592
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983592.8235908,"x: -1.343
y: 2.589
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983592.9350145,"x: -1.324
y: 2.587
z: 0.0","x: 0.1905
y: 0.0
z: 0.0"
1705983593.03099,"x: -1.305
y: 2.589
z: 0.0","x: 0.185
y: 0.0
z: 0.0"
1705983593.1271393,"x: -1.286
y: 2.593
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983593.2229793,"x: -1.269
y: 2.598
z: 0.0","x: 0.185
y: 0.0
z: 0.0"
1705983593.3347754,"x: -1.252
y: 2.607
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983593.4306583,"x: -1.235
y: 2.618
z: 0.0","x: 0.203
y: 0.0
z: 0.0"
1705983593.526419,"x: -1.219
y: 2.63
z: 0.0","x: 0.201
y: 0.0
z: 0.0"
1705983593.6224616,"x: -1.205
y: 2.644
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983593.7341564,"x: -1.192
y: 2.659
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983593.8302763,"x: -1.181
y: 2.676
z: 0.0","x: 0.205
y: 0.0
z: 0.0"
1705983593.926153,"x: -1.171
y: 2.693
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983594.0218847,"x: -1.163
y: 2.711
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983594.1338718,"x: -1.156
y: 2.73
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983594.2296417,"x: -1.15
y: 2.748
z: 0.0","x: 0.1915
y: 0.0
z: 0.0"
1705983594.32548,"x: -1.145
y: 2.766
z: 0.0","x: 0.183
y: 0.0
z: 0.0"
1705983594.4213953,"x: -1.14
y: 2.785
z: 0.0","x: 0.195
y: 0.0
z: 0.0"
1705983594.5333207,"x: -1.135
y: 2.804
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983594.6294174,"x: -1.13
y: 2.822
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983594.7252607,"x: -1.124
y: 2.841
z: 0.0","x: 0.1915
y: 0.0
z: 0.0"
1705983594.8209505,"x: -1.117
y: 2.859
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983594.932866,"x: -1.109
y: 2.877
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983595.0287209,"x: -1.1
y: 2.895
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983595.124501,"x: -1.091
y: 2.912
z: 0.0","x: 0.1965
y: 0.0
z: 0.0"
1705983595.2207842,"x: -1.081
y: 2.928
z: 0.0","x: 0.1855
y: 0.0
z: 0.0"
1705983595.3325324,"x: -1.07
y: 2.943
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983595.428649,"x: -1.06
y: 2.959
z: 0.0","x: 0.1885
y: 0.0
z: 0.0"
1705983595.524404,"x: -1.049
y: 2.975
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983595.6362185,"x: -1.037
y: 2.991
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983595.732016,"x: -1.026
y: 3.008
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983595.8281918,"x: -1.016
y: 3.024
z: 0.0","x: 0.1945
y: 0.0
z: 0.0"
1705983595.9239726,"x: -1.006
y: 3.041
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983596.0360074,"x: -0.996
y: 3.057
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983596.1317139,"x: -0.986
y: 3.074
z: 0.0","x: 0.1935
y: 0.0
z: 0.0"
1705983596.227517,"x: -0.977
y: 3.091
z: 0.0","x: 0.192
y: 0.0
z: 0.0"
1705983596.323508,"x: -0.967
y: 3.107
z: 0.0","x: 0.187
y: 0.0
z: 0.0"
1705983596.4350986,"x: -0.956
y: 3.123
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983596.5311532,"x: -0.944
y: 3.139
z: 0.0","x: 0.202
y: 0.0
z: 0.0"
1705983596.6271145,"x: -0.932
y: 3.154
z: 0.0","x: 0.1975
y: 0.0
z: 0.0"
1705983596.723053,"x: -0.92
y: 3.168
z: 0.0","x: 0.176
y: 0.0
z: 0.0"
1705983596.8348286,"x: -0.908
y: 3.182
z: 0.0","x: 0.189
y: 0.0
z: 0.0"
1705983596.9307468,"x: -0.895
y: 3.197
z: 0.0","x: 0.2065
y: 0.0
z: 0.0"
1705983597.0267408,"x: -0.882
y: 3.213
z: 0.0","x: 0.2035
y: 0.0
z: 0.0"
1705983597.1226463,"x: -0.87
y: 3.229
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983597.2344484,"x: -0.859
y: 3.245
z: 0.0","x: 0.198
y: 0.0
z: 0.0"
1705983597.3301857,"x: -0.848
y: 3.262
z: 0.0","x: 0.2055
y: 0.0
z: 0.0"
1705983597.4261467,"x: -0.838
y: 3.279
z: 0.0","x: 0.1925
y: 0.0
z: 0.0"
1705983597.5223186,"x: -0.83
y: 3.294
z: 0.0","x: 0.1725
y: 0.0
z: 0.0"
1705983597.633985,"x: -0.821
y: 3.31
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983597.72995,"x: -0.81
y: 3.327
z: 0.0","x: 0.207
y: 0.0
z: 0.0"
1705983597.825773,"x: -0.799
y: 3.344
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983597.9218347,"x: -0.788
y: 3.36
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983598.0335639,"x: -0.775
y: 3.376
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983598.1295755,"x: -0.762
y: 3.391
z: 0.0","x: 0.2015
y: 0.0
z: 0.0"
1705983598.2254634,"x: -0.748
y: 3.405
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983598.337262,"x: -0.735
y: 3.419
z: 0.0","x: 0.188
y: 0.0
z: 0.0"
1705983598.4331965,"x: -0.72
y: 3.432
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983598.529059,"x: -0.706
y: 3.445
z: 0.0","x: 0.1885
y: 0.0
z: 0.0"
1705983598.6247602,"x: -0.693
y: 3.458
z: 0.0","x: 0.1845
y: 0.0
z: 0.0"
1705983598.7366455,"x: -0.679
y: 3.472
z: 0.0","x: 0.199
y: 0.0
z: 0.0"
1705983598.8327527,"x: -0.666
y: 3.487
z: 0.0","x: 0.2
y: 0.0
z: 0.0"
1705983598.9286287,"x: -0.654
y: 3.503
z: 0.0","x: 0.1985
y: 0.0
z: 0.0"
1705983599.0243158,"x: -0.642
y: 3.518
z: 0.0","x: 0.191
y: 0.0
z: 0.0"
1705983599.1362488,"x: -0.63
y: 3.534
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
1705983599.2320807,"x: -0.618
y: 3.55
z: 0.0","x: 0.203
y: 0.0
z: 0.0"
1705983599.328141,"x: -0.606
y: 3.565
z: 0.0","x: 0.1895
y: 0.0
z: 0.0"
1705983599.4240644,"x: -0.594
y: 3.579
z: 0.0","x: 0.186
y: 0.0
z: 0.0"
1705983599.5359132,"x: -0.58
y: 3.593
z: 0.0","x: 0.197
y: 0.0
z: 0.0"
1705983599.6315703,"x: -0.565
y: 3.606
z: 0.0","x: 0.1995
y: 0.0
z: 0.0"
1705983599.7276595,"x: -0.549
y: 3.617
z: 0.0","x: 0.1895
y: 0.0
z: 0.0"
1705983599.8236153,"x: -0.532
y: 3.627
z: 0.0","x: 0.196
y: 0.0
z: 0.0"
1705983599.935365,"x: -0.514
y: 3.636
z: 0.0","x: 0.2005
y: 0.0
z: 0.0"
1705983600.0311005,"x: -0.496
y: 3.643
z: 0.0","x: 0.1905
y: 0.0
z: 0.0"
1705983600.126912,"x: -0.479
y: 3.65
z: 0.0","x: 0.1845
y: 0.0
z: 0.0"
1705983600.2228808,"x: -0.461
y: 3.656
z: 0.0","x: 0.1955
y: 0.0
z: 0.0"
1705983600.3348951,"x: -0.443
y: 3.663
z: 0.0","x: 0.194
y: 0.0
z: 0.0"
